entity1	theme	entity2
2-mercaptopropionylglycine	treatment	lupus_like_syndrome
4-hne	treatment	osteosarcoma
4-nitroquinoline-n-oxide	treatment	hyalinization
15-deoxyspergualin	treatment	lupus_nephritis
2-hexylidene_cyclopentanone	treatment	toxicity
125iodine	treatment	carcinoma_of_prostate
11c-met	treatment	granuloma
2-naphthoyl_sit_ester	treatment	acute_liver_injury
2-phenoxyethanol	treatment	headache
3dcrt	treatment	prostate_cancer
2-deoxy-d-glucose	treatment	hypothermia
18f-fdg	treatment	anastomosis
1-hydroxy-anthraquinone	treatment	colon_carcinogenesis
17_beta-estradiol	treatment	kidney_tumors
17-aag	treatment	cca
25-hydroxycholecalciferol	treatment	chronic_renal_disease
25-hydroxyvitamin_d	treatment	overdose
12-o-tetradecanoylphorbol-13-acetate	treatment	leukemia
2,4-dinitrophenol	treatment	toxicity
12-0-tetradecanoyl-phorbol_13-acetate	treatment	protein_kinase_c
123i-metaiodobenzylguanidine	treatment	autonomic_nervous_dysfunction
17_beta-hydroxysteroid	treatment	male_pseudohermaphroditism
2-ag	treatment	mcao
2-mercaptoethanol	treatment	mas
2-aminoisobutyrate	treatment	hepatoma
3-methylcholanthrene	treatment	fibrosarcoma
18f-fdg	treatment	breast_carcinomas
1-beta-d-arabinofuranosylcytosine	treatment	tumor
17-b-estradiol	treatment	hiv-infection
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	cytotoxicity
1,2-diacylglycerol	treatment	energy_metabolic_disorder
4-cp	treatment	toxicity
1-beta-d-arabinofuranosylcytosine	treatment	toxicity
5-aminolevulinic_acid	treatment	facial_acne_vulgaris
2-mercaptoethylguanidine	treatment	toxicity
1-octanol	treatment	tremor
2-dg	treatment	malignant_gliomas
2-thiouracil	treatment	toxicity
25-ohd	treatment	tb
5-aminosalicylic_acid	treatment	acute_renal_failure
12-o-tetradecanoylphorbol-13-acetate	treatment	b_cell_leukemia
3-hpma	treatment	stroke
3-methylcrotonyl-coa	treatment	deficiency_in_isovaleryl-coa_dehydrogenase
18fdg	treatment	cancers
5-asa	treatment	renal_disease
2-mercaptoethane_sulfonate	treatment	hemorrhagic_cystitis
10058-f4	treatment	mm
17b-estradiol	treatment	hepatic_damage
2-mppa	treatment	constrictive_injury
3-fc	treatment	carcinogenesis
3,4-methylenedioxymethamphetamine	treatment	cardiovascular_complications
13-cis-retinoic_acid	treatment	cheilitis
18f-fluorodeoxyglucose	treatment	lymphomas
18-oh-b	treatment	adenoma
16,16-dimethyl_pge2-methyl-ester	treatment	pancreatic_fistulas
4-tertiary_butyl_phenol	treatment	vitiligo
2-amino-6-arylsulfonylbenzonitriles	treatment	immunodeficiency
12-o-tetradecanoyl-13-phorbol_acetate	treatment	glioma
14co2	treatment	tumour
15-deoxyspergualin	treatment	leukemia
1-cyclobutanecarbonyl-3,3-dimethylurea	treatment	convulsions
2-chlorodeoxyadenosine	treatment	rosai-dorfman_disease
5-aminolaevulinic_acid	treatment	coronary_and_iliac_artery_injury
18f-fluorodeoxyglucose	treatment	histiocytic_sarcoma
5-aminoimidazole-4-carboxamide-1-beta-d-ribofuranoside	treatment	aa
1,3-butylen_glycol	treatment	skin_lesions
17_beta-hydroxysteroid	treatment	adrenal_adenoma
3-hydroxy-3-methyl-glutaryl-coa	treatment	cardiovascular_disease
19-o-methylpelorol	treatment	cytotoxicity
2-acetyl_furanonaphthoquinone	treatment	melanoma
25-hydroxyvitamin_d2	treatment	high-performance_liquid_chromatography
1,8-cineole	treatment	inflammatory_oedema
111in-sb3	treatment	tumor
1-butanol	treatment	toxicity
123i-iomazenil	treatment	moyamoya_disease
3-deazaneplanocin_a	treatment	suberoylanilide_hydroxamic_acid
17-aag	treatment	bcr-abl-positive_leukemias
3h-thymidine	treatment	fhl
20-hydroxyecdysone	treatment	neurites
1-benzylimidazole	treatment	bleeding
18f-fluorodeoxyglucose	treatment	malignancy_of_adrenocortical_tumours
5alpha,3alpha-p	treatment	seizures
1,25-dihydroxyvitamin-d3	treatment	dcm
1,25-dihydroxyvitamin_d3	treatment	glioma
2,2-dimethyl-3-phenylpropanol	treatment	toxicity
17beta-estradiol	treatment	estrogen_deficiency
2-chlorodeoxyadenosine	treatment	lymphoma
13-cis-retinoic_acid	treatment	chronic_phase_chronic_myelogenous_leukemia
17-alpha-hydroxyprogesterone_caproate	treatment	preterm_birth
5-aminolevulinic_acid	treatment	tuberous_sclerosis
3-diphosphoglycerate	treatment	hypoxia
1,1-diphenyl-2-picryl-hydrazyl	treatment	toxicity
3a-hydroxymasticadienonic_acid	treatment	gastric_damage
131i	treatment	cytotoxicity
3-morpholinosydnonimine	treatment	necrosis
3-deazauridine	treatment	be_melanoma
18-fluorodeoxyglucose_positron	treatment	adrenocortical_carcinoma
4-pyridoxic_acid	treatment	renal_insufficiency
13-cis-retinoic_acid	treatment	nodulocystic_acne
4-nitrochinoline_n-oxide	treatment	oral_cancer
1h10-dox	treatment	tumor
11-dehydrosinulariolide	treatment	sclc
1-benzyloxy-methyl-5-ethyl-6-phenylthiouracil	treatment	reverse_transcriptase
17b-estradiol	treatment	hs
15-hydroxy-eicosatetraenoic_acid	treatment	arthritis
2-methoxyestradiol	treatment	pancreatic_cancer
25-amino_acid	treatment	cytotoxicity
3-np	treatment	cytotoxicity
31p	treatment	ischemia
17-allylamino-17-demethoxygeldanamycin	treatment	advanced_cancer
13-cis-retinoic_acid	treatment	esophageal_carcinoma
15-deoxyspergualin	treatment	graft_versus_host_disease
123i-iomazenil	treatment	focal_epilepsies
17-aag	treatment	breast
25-hydroxyvitamin_d	treatment	diabetes_mellitus
1,2-dimethylhydrazine	treatment	crc
3-n-butylphthalide	treatment	cerebral_ischemia
20-methylcholanthrene	treatment	fibrosarcoma
22c3	treatment	lung_adenocarcinoma
2-apb	treatment	lung_adenocarcinoma
20-fluoro-6,7-methylenedioxy-2-phenyl-4-quino-lone	treatment	cancer
2,2-diphenyl-4-isopropylaminobutyramidmethyliodide	treatment	gastric_ulcers
2-butoxyethanol	treatment	forestomach_tumours
5,10-methenyltetrahydrofolate	treatment	neurometabolic_disorder
25-hydroxyvitamin_d	treatment	miscarriage
2-ib	treatment	neurotoxicity
50-55gy	treatment	intracranial_meningioma
4-n-octylphenol	treatment	mammary_carcinomas
5-ala	treatment	cord_ependymomas
4-vinylcyclohexene_diepoxide	treatment	pof
2,3-dihydroxybenzoic_acid	treatment	ischemia
2-chloroethylamine	treatment	cytotoxicity
4-hexylresorcinol	treatment	black_spot
4-ap-sr	treatment	downbeat_nystagmus
18-hydroxycortisol	treatment	primary_aldosteronism
3-aminobenzamide	treatment	myocardial_infarct
1-mt	treatment	endometriosis
11c-acpc	treatment	cancer
2-arachidonoylglycerol	treatment	inflammation
3h-thymidine	treatment	mckrae_strain_herpes_simplex_virus
4-hpr	treatment	tumors
1,3-dipropyl-8-sulfophenylxanthine	treatment	hypertensive
17b-estradiol	treatment	depression
2-deoxy-d-glucose	treatment	oa
5-asa	treatment	anastomosis
1,25_dihydroxy_vitamin_d3	treatment	ra
3-nitrosobenzamide	treatment	acute_infection
3h-thymidine	treatment	ovarian_tumor
17beta-estradiol	treatment	tumor
1-phenylisopropyladenosine	treatment	seizures
18f-fluoro-deoxyglucose	treatment	colorectal_cancer
14co2	treatment	depression
3-amino-2-hydroxy-4-phenyl-valyl-isoleucine	treatment	ali
3,4-dihydroxyphenylalanine	treatment	hepatic_coma
25-hydroxyvitamin_d	treatment	osteoporosis
5,15-diaryl-tetrapyrrole	treatment	colon_carcinoma
17-a-alkylated_androgens	treatment	hae
18f-fluorodeoxyglucose	treatment	mantle_cell_lymphoma
17a-hydroxyprogesterone_caproate	treatment	preterm_birth
18f-fluorodeoxyglucose	treatment	atherosclerotic_plaque
3-hydroxyisobutyrate	treatment	rheumatoid_arthritis
18f-fluorodeoxyglucose	treatment	erythema_nodosum-like_skin_lesions
4-aminoquinoline	treatment	autoimmune_diseases
2-methoxyethanol	treatment	testicular_lesions
5-ala	treatment	dysplasia
1-phenyl-2-1-phenylpropyl-3-amino_proprane_hydrochloride	treatment	myocardial_infarct
1-glutamic_acid	treatment	muscular_diseases
2-methylbutyrate	treatment	purine_derivatives
1,3,6-trinitropyrene	treatment	cqds
2-deoxyglucose	treatment	tumor
2-heptanone	treatment	anxiety
153sm-edtmp	treatment	pain_palliation
25hc3s	treatment	hsv-1_infection
1_alpha-hydroxycholecalciferol	treatment	osteoporosis
18f-fluorodeoxyglucose	treatment	malignancy
2,4-dnp	treatment	weight_loss
4-aminopyridine	treatment	nerve_injury
2-chlorodeoxyadenosine	treatment	bone_marrow_abnormalities
2-deoxy-d-glucose	treatment	ulcer
4-hpr	treatment	zikv_infection
125i	treatment	carcinosarcoma
1,2-diacyl-sn-glycerol	treatment	protein_kinase_c
1,4-naphthoquinone	treatment	cytotoxicity
2-deoxy-d-glucose	treatment	mj
2-cado	treatment	epilepsy
1,2-diacylglycerol	treatment	tumor
3-hk	treatment	mitochondrial_dysfunction
21-aminosteroid_u74006f	treatment	cerebral_edema
2,3-dimercapto-1-propane_sulfonic_acid	treatment	hypersensitivity_reaction
2,3-diphosphoglycerate	treatment	critical_illness
25-hydroxyvitamin_d	treatment	all
131i	treatment	toxic_goiter
1,25-dihydroxyvitamin_d	treatment	femoral_fracture
25-hydroxyvitamin_d	treatment	hiv-infected
57co-bleomycin	treatment	lung_tumors
18f-mfbg	treatment	neuroendocrine_tumors
3-phosphonopropionic_acid	treatment	corrosion_behaviors
3h-vesamicol	treatment	als
1-desamino-8-d-arginine_vasopressin	treatment	haemophilia_a
4-aminophenols	treatment	cytotoxicity
1-thc-7-oic_acid	treatment	catalepsy
1,3-dcp	treatment	melanoma
1-stearoyl-sn-glycero-3-phosphocholine	treatment	chronic_myelogenous_leukemia
13c-galactose	treatment	chronic_liver_disease
4-hydroperoxycyclophosphamide	treatment	neuroblastoma
18f-fdg	treatment	urethral_adenocarcinoma
2,4-dcp	treatment	toxicity
3-deoxyglucosone	treatment	pd
18f-fdg	treatment	lung_cancer
17alpha-estradiol	treatment	pkc
1-methyluric_acid	treatment	kidney_stones
11-oxycorticoids	treatment	hyperthyroidism
2-aaa	treatment	diabetes
11-dehydro-thromboxane_b2	treatment	cerebral_infarction
25-hydroxyvitamin_d	treatment	gestational_diabetes
5-aiq	treatment	renal_dysfunction
123i-heptadecanoic_acid	treatment	impaired_glucose_tolerance
18f-fdg	treatment	osteosarcoma
12-o-tetradecanoylphorbol_acetate	treatment	mouse_ear_oedema
4-hydroxytamoxifen	treatment	bladder_cancer
2,4,6-tribromophenol	treatment	flame_retardants
1-ethyl-3-methylimidazolium_tetrafluoroborate	treatment	molecular_dynamics
13c-octanoic_acid	treatment	gastric_emptying
1,5-anhydro-d-glucitol	treatment	type
4-hne	treatment	anoxia
2-deoxy-l-ribose	treatment	tumors
4-hydroperoxycyclophosphamide	treatment	rhabdomyosarcoma
1,10-phenanthroline	treatment	fragmentation
1,25-dihydroxyvitamin_d	treatment	ckd
2,6-dichlorodiphenylamine	treatment	dfna
1,2-dimethylhydrazine	treatment	tumours
5-aminolevulinic_acid	treatment	cancers
4-oha	treatment	mammary_tumors
17beta-estradiol	treatment	pleurisy
3dcrt	treatment	npc
3-hydroxy-3-methylglutaric_aciduria	treatment	isovaleric_acidemia
25-hydroxy_vitd	treatment	inflammation
2,6-dmnm	treatment	endophytic_squamous_cell_carcinomas
18f-fluorocholine	treatment	tumor
213bi-dotatoc	treatment	pancreatic_carcinoma
4-aminoquinoline	treatment	toxicity
3co	treatment	lumbar_lordosis
17-ohd	treatment	autosomal_recessive_defect
20-methylcholanthrene	treatment	adenocarcinomas
3g4	treatment	tumor
35s-furosemide	treatment	renal_insufficiency
3-deazaadenosine	treatment	ad
3-nitrosobenzamide	treatment	human_immunodeficiency_virus
3h-leucine	treatment	depression
2,3-diphosphoglycerate	treatment	ad
2,3-dinitrilo-1,4-dithia-9,10-antraquinone	treatment	eac
2-amino-4-nitrophenol	treatment	cancer
18f_fdg	treatment	osteoradionecrosis_for_tongue_base_carcinoma
3-aminopyridine-2-carboxaldehyde_thiosemicarbazone	treatment	l1210_leukemia
2-hydroxyestrone	treatment	breast_cancer
18f-fdg	treatment	pericarditis
3beta-hydroxysteroid	treatment	adrenal_zona_glomerulosa
17-ketosteroids	treatment	hirsutism
2-nitroimidazooxazine	treatment	tuberculosis
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	neurotoxic
3tc	treatment	hbv_infection
1-beta-d-arabinofuranosyl-5-azacytosine	treatment	leukemia
32phosphorus	treatment	polycythemia
1-monolinolein	treatment	bone_loss
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	parkinsonian_syndrome
2-bfi	treatment	ms
5-aminolevulinic_acid	treatment	ovarian_cancer
18f-fdg	treatment	diabetes
3-methyladenine	treatment	cytotoxicity
3_beta-hydroxysteroid	treatment	male_pseudohermaphroditism
18f-thk5351	treatment	cerebral_infarction
4-ap	treatment	mean_standing_time
19-nortestosterone	treatment	oliguric_uremia
2,4-dichloro-1-nitrobenzene	treatment	kidney_tumors
3ap	treatment	toxicity
1-oleoyl_lysophosphatidic_acid	treatment	tumors
123i-metaiodobenzylguanidine	treatment	ectopic_intracranial_retinoblastoma
25-hydroxy_vitamin_d	treatment	cognitive_decline
4-ha	treatment	toxicity
24s-oh	treatment	pd
2dg	treatment	hyperglycemia
3-morpholinosyndnonimine	treatment	increases_in_the_bp_and_hr
3-amino-2-hydroxy-4-phenyl-valyl-isoleucine	treatment	acute_lung_injury
1,8-cineole	treatment	oedema
1-methy-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	parkinsonian
1,25-hydroxyvitamin_d3	treatment	hypothyroidism
2-cda	treatment	hairy_cell_leukaemia
1,25-dihydroxyvitamin_d	treatment	secondary_hyperparathyroidism
4-phenyl_butyric_acid	treatment	gastric_carcinoma
15-keto-13,14-dihydro-prostaglandin_f2alpha	treatment	asthmatic
18-oh-doc	treatment	hypertension
17-b-estradiol	treatment	hob
3-dcrt	treatment	hcc
4-hpr	treatment	breast_cancer
17pc	treatment	composite_neonatal_morbidity
20,25-diazacholesterol	treatment	myotonia
17b-estradiol	treatment	pah
3-hexen-1-ol	treatment	maturity
3d-fiesta	treatment	hydrocephalus
2-mercaptoethane_sulfonate	treatment	hepatic_ischemia
2-dg	treatment	gastric_disease
1,25-dihydroxycholecalciferol	treatment	hypoparathyroidism
2,5-hexanedione	treatment	neurotoxicity
4-demethoxydaunorubicin	treatment	acute_myeloid_leukemia
1-palmitoyl-2-arachidonoyl-sn-glycerol-3-phosphatidylcholine	treatment	atherosclerotic_lesions
2-amino-5-phosphonovalerate	treatment	map
1,2-benzisothiazolin-3-one	treatment	occupational_hand_dermatitis
17_beta-oestradiol	treatment	coronary_artery_disease
1-methyl-2-nitrosoimidazole	treatment	colon_cancer
2-me	treatment	pre-eclampsia
3,4-diaminopyridine	treatment	muscle_paralysis
3-nitropropionic_acid	treatment	neuronal_injury
1,25d3-marrs	treatment	breast_cancer
3-hydroxy-4-keto-carotenoids	treatment	carotenoids
2-hydroxypropyl-b-cyclodextrin	treatment	npc
1,25-dihydroxyvitamin_d3	treatment	mammary_tumor
3-methylcholanthrene	treatment	rauscher_leukemia
4-ap	treatment	aml
3dcrt	treatment	risk_prostate_cancer
5-ala-pdt	treatment	oral_cancer
1,4-dihydropyridine_nifedipine	treatment	hypertension
125iodine	treatment	prostate_cancer
18f-fdg	treatment	gland_soft_tissue_lesion
1,25_vitamin_d3	treatment	cancer
2-chlorodeoxyadenosine	treatment	perianal_lesions
2-deoxy-d-glucose	treatment	ptc
2-cba	treatment	hypoxic
1-appn	treatment	neoplasms
4-oht	treatment	breast_tumors
3,4-bis-3,4,5-trimethoxybenzylidene-dihydrofuran	treatment	triple-negative_breast_cancer
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	cardiovascular_disorders
42-amino-acid	treatment	beta-amyloid
2,3-dihydro-1h-indolizinium_alkaloid-prosopilosidine	treatment	cryptococcosis
2,4-d	treatment	nerve_damage
2-amino-7-phosphonoheptanoic_acid	treatment	clonic_seizures
5-ala	treatment	os
11c-met	treatment	tumor
3,4-didehydroretinol	treatment	squamous_cell_carcinoma
15-methyl_prostaglandin_f2_alpha	treatment	haemorrhage
3-methyadenine	treatment	ischemic_injury
12-o-tetradecanoyl-phorbol_13-acetate	treatment	pkc
1,5-benzodiazepine	treatment	epilepsy
25-hydroxyvitamin_d	treatment	ckd
18f-fluorodeoxyglucose	treatment	rectal_cancer
1,25-dihydroxyvitamin_d3	treatment	osteoporosis
1,3-b-d-glucan	treatment	intra-abdominal_candidiasis
2-chlorodeoxyadenosine	treatment	infection
18f-fdg	treatment	liver_lesions
5-aminosalicylic_acid	treatment	interstitial_nephritis
5-aminolevulinic_acid	treatment	meningioma
4-nitroquinoline_1-oxide	treatment	tongue_neoplasms
1-methylnicotinamide	treatment	tumors
1,5-diarylpyrazoles	treatment	respiratory_diseases
2-chlorodeoxyadenosine	treatment	lymphoproliferative_diseases
3,4-dge	treatment	cytotoxicity
17-dd	treatment	yellow_fever
2-methoxyestradiol	treatment	breast_cancer
3,4-methylenedioxymethamphetamine	treatment	ptsd
17-dmag	treatment	tumor
18b-glycyrrhetinic_acid	treatment	metastasis
3-mcpd	treatment	renal_toxicity
3,5-t2	treatment	cirrhosis
3-isobutyl-methyl-xanthine	treatment	ocular_inflammation
18f-2-deoxyglucose	treatment	seizures
4-methyl-umbelliferyl-beta-d-galactopyranoside	treatment	escherichia_coli_beta-galactosidase
2-deoxy-d-glucose	treatment	neoplasia
10-chlorodeserpidine	treatment	neuropsychic_agitation
2hg	treatment	tumors
12-mta	treatment	tumors
1-methylnicotinamide	treatment	allergic_reactions
1-amino-lactose	treatment	hepatoma
1,25-dihydroxyvitamin_d3	treatment	leukemia
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	pd_symptoms
2-aminoethyl_diphenylborate	treatment	infarct
18f-fdg	treatment	nsclc
18f-fluorodeoxyglucose	treatment	overall_survival
3,4-methylenedioxymethamphetamine	treatment	hypothalamic-pituitary-thyroid_axis
25-hydroxyvitamin_d	treatment	metabolic_syndrome
4-aminosalicylic_acid	treatment	left-sided_ulcerative_colitis
13-cis-ra	treatment	skin_tumor
5-aris	treatment	very_low-risk_prostate_cancer
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	cardiovascular_events
2-methyl-1,4-naphthoquinone	treatment	toxicity
1,5-hexadiene	treatment	rcm
2-bromopropane	treatment	occupational_disease
5-androstenediol	treatment	nh-pco
186re-1,1-hydroxyethylidene_diphosphonate	treatment	painful_bone_metastases
3-brpa	treatment	metastatic_lymphoma
4-damp	treatment	cardiovascular_symptoms
2,3-diphosphoglycerate	treatment	low_cardiac_output
17b-estradiol	treatment	pme
3-hydroxyanthranilic_acid	treatment	autoimmune_disease
17-allylaminogeldanamycin	treatment	thyroid_carcinoma
1,5-isoquinolinediol	treatment	diabetes
2,4-dichlorophenoxyacetic_acid	treatment	toxicity
3-oxo-c12-hsl	treatment	lps
25-hydroxyvitamin_d	treatment	renal_disease
2-4_dinitrochlorobenzene	treatment	cutaneous_hypersensitivity_reaction
18f-fdg	treatment	clear_cell_renal_cell_carcinoma
4d3	treatment	gc
27hc	treatment	breast_cancer
4-14c-cholesterol	treatment	cirrhosis_of_the_liver
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	hyperreflexia
3-aminothymidine	treatment	t-cell_acute_lymphoblastoid_leukemia
5-ala	treatment	germ_cell_tumors
2-3_diphosphoglycerate	treatment	hypoxia
1,2-dimethylhydrazine	treatment	colorectal_tumours
4-amino_pteroyl_glutamic_acid	treatment	hypoplastic_anemia
5-asa	treatment	colitis
13c-urea	treatment	hp_infection
1-fluoro-2,4-dinitrobenzene	treatment	infected_with_dengue_virus
1-octadecyl-2-methyl-rac-glycero-3-phosphocholine	treatment	leukemic
1o2	treatment	md
3-methyl-4-hydroxy-mandelic_acid	treatment	neuroblastoma
4-hpr	treatment	cancer
12-o-tetradecanoylphorbol-13-acetate	treatment	irritant_contact_dermatitis
2-dg	treatment	analgesia
1,25-dihydroxyvitamin_d	treatment	hypocalcemia
13-cis	treatment	endometrial_adenocarcinoma
1400w	treatment	toxicity
17-ohp	treatment	hcg
1,3-dag	treatment	atherosclerotic_lesions
3h-r_1881	treatment	prostatic_neoplasms
2-methoxyestradiol	treatment	systemic_sclerosis
2-chlorodeoxyadenosine	treatment	lymphoid_malignancies
3-hydroxy-3-methyl-glutaryl-coa	treatment	hypercholesterolemia
17-methoxyl-7-hydroxy-benzene-furanchalcone	treatment	cardiac_remodeling
3-mercaptophenylboronic_acid	treatment	self-assembled_monolayers
17-beta-hydroxy-17-alpha-methyl-androstanopyrazole	treatment	growth_retardation
4-f-glcnac	treatment	melanoma
1-ethyl-1-nitrosourea	treatment	initial_changes_of_rat_leukemia
1,3-dipropyl-8-sulphophenylxanthine	treatment	hypertensive
3-carboxylic_esters	treatment	neurotoxicity
2-deoxy-d-glucose	treatment	hyperphagia
2af	treatment	salmonella
2-ap	treatment	atherosclerosis
1-deamino-8-d-arginine_vasopressin_acetate_trihydrate	treatment	polyuria
1,25_dihydroxy_vitamin_d3	treatment	pulmonary_tuberculosis
17beta-estradiol	treatment	diabetic_glomerulosclerosis
